Name,Region,state,summit_elev,vertical_drop,base_elev,trams,fastEight,fastSixes,fastQuads,quad,triple,double,surface,total_chairs,Runs,TerrainParks,LongestRun_mi,SkiableTerrain_ac,Snow Making_ac,daysOpenLastYear,yearsOpen,averageSnowfall,AdultWeekday,AdultWeekend,projectedDaysOpen,NightSkiing_ac
Alyeska Resort,Alaska,Alaska,3939.0,2500.0,250.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,7.0,76.0,2.0,1.0,1610.0,113.0,150.0,60.0,Alaska,65.0,85.0,150.0,550.0
Eaglecrest Ski Area,Alaska,Alaska,2600.0,1540.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,36.0,1.0,2.0,640.0,60.0,45.0,44.0,Alaska,47.0,53.0,90.0,0.0
Hilltop Ski Area,Alaska,Alaska,2090.0,294.0,1796.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,13.0,1.0,1.0,30.0,30.0,150.0,36.0,Alaska,30.0,34.0,152.0,30.0
Arizona Snowbowl,Arizona,Arizona,11500.0,2300.0,9200.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,8.0,55.0,4.0,2.0,777.0,104.0,122.0,81.0,Arizona,89.0,89.0,122.0,0.0
Sunrise Park Resort,Arizona,Arizona,11100.0,1800.0,9200.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,7.0,65.0,2.0,1.2,800.0,80.0,115.0,49.0,Arizona,74.0,78.0,104.0,80.0
Yosemite Ski & Snowboard Area,Northern California,California,7800.0,600.0,7200.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,10.0,2.0,0.4,88.0,0.0,110.0,84.0,Northern California,47.0,47.0,107.0,0.0
Bear Mountain,Sierra Nevada,California,8805.0,1665.0,7140.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,4.0,12.0,27.0,14.0,1.5,198.0,198.0,122.0,76.0,Sierra Nevada,57.91695652173913,64.1668100358423,130.0,0.0
Bear Valley,Sierra Nevada,California,8500.0,1900.0,6600.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,2.0,10.0,67.0,2.0,1.2,1680.0,100.0,165.0,52.0,Sierra Nevada,57.91695652173913,64.1668100358423,151.0,0.0
Boreal Mountain Resort,Sierra Nevada,California,7700.0,500.0,7200.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,8.0,33.0,6.0,1.0,380.0,200.0,150.0,54.0,Sierra Nevada,49.0,64.1668100358423,150.0,200.0
Dodge Ridge,Sierra Nevada,California,8200.0,1600.0,6600.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,4.0,12.0,67.0,5.0,2.0,862.0,0.0,140.0,69.0,Sierra Nevada,78.0,78.0,140.0,0.0
Donner Ski Ranch,Sierra Nevada,California,8012.0,750.0,7031.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,8.0,52.0,2.0,1.5,505.0,60.0,163.0,82.0,Sierra Nevada,75.0,75.0,170.0,0.0
Heavenly Mountain Resort,Sierra Nevada,California,10067.0,3500.0,7170.0,2.0,0.0,2.0,7.0,1.0,5.0,3.0,8.0,28.0,97.0,3.0,5.5,4800.0,3379.0,155.0,64.0,Sierra Nevada,57.91695652173913,64.1668100358423,157.0,0.0
June Mountain,Sierra Nevada,California,10090.0,2590.0,7545.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,7.0,41.0,2.0,2.0,1500.0,0.0,128.0,58.0,Sierra Nevada,57.91695652173913,64.1668100358423,128.0,0.0
Kirkwood,Sierra Nevada,California,9800.0,2000.0,7800.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,3.0,12.0,85.0,2.0,2.5,2300.0,200.0,200.0,47.0,Sierra Nevada,57.91695652173913,64.1668100358423,167.0,0.0
Mammoth Mountain Ski Area,Sierra Nevada,California,11053.0,3100.0,7953.0,3.0,0.0,2.0,9.0,1.0,6.0,4.0,0.0,25.0,154.0,7.0,3.0,3500.0,700.0,243.0,66.0,Sierra Nevada,149.0,159.0,243.0,0.0
Mt. Shasta Ski Park,Sierra Nevada,California,6890.0,1435.0,5500.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,32.0,2.0,1.1,425.0,225.0,140.0,34.0,Sierra Nevada,49.0,59.0,130.0,0.0
Mountain High,Sierra Nevada,California,8200.0,1600.0,6600.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,3.0,14.0,59.0,1.0,1.6,290.0,275.0,118.0,95.0,Sierra Nevada,84.0,84.0,150.0,73.0
Mt. Baldy,Sierra Nevada,California,8600.0,2100.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,26.0,0.0,2.5,400.0,80.0,175.0,67.0,Sierra Nevada,69.0,69.0,200.0,0.0
Northstar California,Sierra Nevada,California,8610.0,2280.0,6330.0,2.0,0.0,1.0,7.0,1.0,2.0,0.0,7.0,20.0,100.0,9.0,1.4,3170.0,1500.0,135.0,47.0,Sierra Nevada,57.91695652173913,64.1668100358423,150.0,0.0
Sierra-at-Tahoe,Sierra Nevada,California,8852.0,2212.0,6640.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,5.0,14.0,46.0,6.0,2.5,2000.0,200.0,160.0,73.0,Sierra Nevada,99.0,64.1668100358423,144.0,0.0
Ski China Peak,Sierra Nevada,California,8709.0,1679.0,7030.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,11.0,45.0,1.0,2.2,1400.0,150.0,140.0,62.0,Sierra Nevada,83.0,83.0,144.0,0.0
Snow Summit,Sierra Nevada,California,8200.0,1200.0,7000.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,5.0,16.0,27.0,6.0,1.2,240.0,240.0,130.0,67.0,Sierra Nevada,57.91695652173913,64.1668100358423,130.0,150.0
Snow Valley,Sierra Nevada,California,7841.0,1041.0,6800.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,12.0,28.0,6.0,1.2,240.0,188.0,111.0,82.0,Sierra Nevada,69.0,79.0,143.0,164.0
Soda Springs,Sierra Nevada,California,7352.0,652.0,6700.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,18.0,0.0,0.4,200.0,20.0,150.0,83.0,Sierra Nevada,50.0,50.0,144.0,0.0
Sugar Bowl Resort,Sierra Nevada,California,8383.0,1500.0,6883.0,1.0,0.0,0.0,5.0,3.0,1.0,0.0,2.0,12.0,105.0,3.0,3.0,1650.0,375.0,151.0,80.0,Sierra Nevada,125.0,125.0,150.0,0.0
Tahoe Donner,Sierra Nevada,California,7350.0,600.0,6750.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,14.0,2.0,1.0,120.0,0.0,150.0,48.0,Sierra Nevada,69.0,69.0,144.0,0.0
Arapahoe Basin Ski Area,Colorado,Colorado,13050.0,2530.0,10780.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,9.0,145.0,3.0,1.5,1428.0,125.0,230.0,73.0,Colorado,85.0,85.0,233.0,0.0
Aspen / Snowmass,Colorado,Colorado,12510.0,4406.0,8104.0,3.0,0.0,1.0,15.0,4.0,3.0,5.0,9.0,40.0,336.0,10.0,5.3,5517.0,658.0,138.0,72.0,Colorado,179.0,179.0,138.0,0.0
Beaver Creek,Colorado,Colorado,11440.0,3340.0,8100.0,2.0,0.0,0.0,11.0,0.0,1.0,1.0,9.0,24.0,150.0,3.0,2.8,1832.0,650.0,145.0,39.0,Colorado,57.91695652173913,64.1668100358423,138.0,0.0
Breckenridge,Colorado,Colorado,12998.0,3398.0,9600.0,1.0,0.0,5.0,6.0,0.0,1.0,6.0,15.0,34.0,187.0,4.0,3.5,2908.0,600.0,182.0,58.0,Colorado,57.91695652173913,64.1668100358423,163.0,0.0
Copper Mountain Resort,Colorado,Colorado,12313.0,2738.0,9712.0,1.0,0.0,2.0,4.0,0.0,4.0,4.0,9.0,24.0,150.0,6.0,1.7,2527.0,364.0,164.0,47.0,Colorado,158.0,158.0,164.0,0.0
Crested Butte Mountain Resort,Colorado,Colorado,12162.0,3062.0,9375.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,5.0,14.0,121.0,4.0,2.6,1547.0,297.0,145.0,58.0,Colorado,57.91695652173913,64.1668100358423,131.0,0.0
Purgatory,Colorado,Colorado,10822.0,2029.0,8793.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,3.0,12.0,101.0,9.0,1.3,1605.0,250.0,130.0,54.0,Colorado,89.0,89.0,130.0,0.0
Eldora Mountain Resort,Colorado,Colorado,10600.0,1400.0,9200.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,10.0,65.0,8.0,3.0,680.0,680.0,147.0,57.0,Colorado,57.91695652173913,64.1668100358423,150.0,0.0
Howelsen Hill,Colorado,Colorado,7136.0,440.0,6696.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,17.0,1.0,6.0,50.0,25.0,100.0,104.0,Colorado,25.0,25.0,100.0,10.0
Keystone,Colorado,Colorado,12408.0,3128.0,9280.0,2.0,0.0,2.0,4.0,1.0,1.0,2.0,8.0,20.0,128.0,1.0,3.5,3148.0,662.0,184.0,49.0,Colorado,57.91695652173913,64.1668100358423,184.0,288.0
Loveland,Colorado,Colorado,13010.0,2210.0,10800.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,10.0,94.0,1.0,2.0,1800.0,240.0,205.0,82.0,Colorado,79.0,79.0,184.0,0.0
Monarch Mountain,Colorado,Colorado,11952.0,1162.0,10790.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,7.0,64.0,2.0,1.0,800.0,0.0,143.0,80.0,Colorado,89.0,89.0,136.0,0.0
Powderhorn,Colorado,Colorado,9850.0,1650.0,8200.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,42.0,2.0,1.5,1600.0,42.0,111.0,53.0,Colorado,71.0,71.0,110.0,0.0
Silverton Mountain,Colorado,Colorado,13487.0,3087.0,10400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,34.0,0.0,1.5,26819.0,0.0,175.0,17.0,Colorado,79.0,79.0,181.0,0.0
Cooper,Colorado,Colorado,11700.0,1200.0,10500.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,41.0,1.0,1.0,400.0,0.0,130.0,74.0,Colorado,56.0,56.0,130.0,0.0
Ski Granby Ranch,Colorado,Colorado,9202.0,1000.0,8202.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,5.0,40.0,1.0,0.6,406.0,170.0,116.0,36.0,Colorado,84.0,84.0,92.0,100.0
Steamboat,Colorado,Colorado,10568.0,3668.0,6900.0,1.0,0.0,1.0,6.0,0.0,5.0,2.0,3.0,18.0,169.0,4.0,3.0,2965.0,375.0,145.0,56.0,Colorado,57.91695652173913,64.1668100358423,145.0,30.0
Sunlight Mountain Resort,Colorado,Colorado,9895.0,2010.0,7885.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,67.0,1.0,2.5,680.0,30.0,100.0,53.0,Colorado,65.0,65.0,135.0,0.0
Telluride,Colorado,Colorado,13150.0,4425.0,8725.0,2.0,0.0,0.0,6.0,1.0,2.0,2.0,4.0,17.0,148.0,3.0,4.6,2000.0,220.0,131.0,47.0,Colorado,139.0,139.0,137.0,0.0
Vail,Colorado,Colorado,11570.0,3450.0,8120.0,2.0,0.0,3.0,15.0,1.0,1.0,0.0,9.0,31.0,195.0,3.0,4.0,5289.0,461.0,149.0,57.0,Colorado,57.91695652173913,64.1668100358423,142.0,0.0
Winter Park Resort,Colorado,Colorado,12060.0,3060.0,9000.0,1.0,0.0,2.0,7.0,0.0,4.0,6.0,5.0,25.0,166.0,7.0,4.9,3081.0,313.0,158.0,79.0,Colorado,57.91695652173913,64.1668100358423,151.0,0.0
Wolf Creek Ski Area,Colorado,Colorado,11904.0,1604.0,10300.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,10.0,120.0,0.0,2.0,1600.0,5.0,130.0,80.0,Colorado,72.0,72.0,150.0,0.0
Mohawk Mountain,Connecticut,Connecticut,1600.0,650.0,950.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,8.0,25.0,0.0,1.5,107.0,100.0,110.0,72.0,Connecticut,30.0,65.0,110.0,64.0
Mount Southington Ski Area,Connecticut,Connecticut,525.0,425.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,7.0,14.0,2.0,0.3,51.0,51.0,63.0,55.0,Connecticut,60.0,60.0,95.0,51.0
Powder Ridge Park,Connecticut,Connecticut,720.0,550.0,170.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,19.0,4.0,0.5,80.0,68.0,80.0,60.0,Connecticut,45.0,55.0,100.0,40.0
Ski Sundown,Connecticut,Connecticut,1075.0,625.0,450.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,5.0,16.0,2.0,1.0,70.0,70.0,84.0,50.0,Connecticut,62.0,62.0,95.0,66.0
Woodbury Ski Area,Connecticut,Connecticut,730.0,300.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,12.0,2.0,0.2,50.0,50.0,126.0,57.0,Connecticut,42.0,42.0,180.0,35.0
Bogus Basin,Idaho,Idaho,7582.0,1800.0,5800.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,4.0,11.0,91.0,3.0,1.5,2600.0,0.0,134.0,77.0,Idaho,64.0,64.0,130.0,165.0
Brundage Mountain Resort,Idaho,Idaho,7640.0,1800.0,5840.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,6.0,51.0,2.0,3.2,1920.0,2.0,126.0,58.0,Idaho,70.0,70.0,126.0,0.0
Kelly Canyon Ski Area,Idaho,Idaho,6600.0,1000.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,51.0,1.0,1.3,740.0,0.0,114.7324414715719,62.0,Idaho,57.91695652173913,42.0,120.26086956521739,0.0
Lookout Pass Ski Area,Idaho,Idaho,5650.0,1150.0,4500.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,35.0,2.0,1.5,540.0,0.0,113.0,84.0,Idaho,44.0,47.0,140.0,0.0
Magic Mountain Ski Area,Idaho,Idaho,7200.0,700.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,11.0,0.0,1.5,280.0,0.0,65.0,81.0,Idaho,32.0,32.0,70.0,0.0
Pebble Creek Ski Area,Idaho,Idaho,8560.0,2200.0,6360.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,54.0,2.0,1.3,1100.0,30.0,85.0,70.0,Idaho,47.0,47.0,91.0,30.0
Pomerelle Mountain Resort,Idaho,Idaho,9000.0,1000.0,8000.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,24.0,2.0,1.5,500.0,50.0,138.0,56.0,Idaho,57.91695652173913,64.1668100358423,138.0,100.0
Schweitzer,Idaho,Idaho,6400.0,2400.0,4000.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,9.0,92.0,3.0,2.1,2900.0,47.0,136.0,56.0,Idaho,81.0,81.0,136.0,100.0
Silver Mountain,Idaho,Idaho,6300.0,2200.0,4100.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,7.0,80.0,2.0,2.5,1600.0,225.0,130.0,29.0,Idaho,57.0,62.0,193.0,20.0
Soldier Mountain Ski Area,Idaho,Idaho,7200.0,1400.0,5800.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,36.0,0.0,0.4,1142.0,0.0,60.0,71.0,Idaho,43.0,43.0,60.0,0.0
Sun Valley,Idaho,Idaho,9150.0,3400.0,5750.0,1.0,0.0,0.0,9.0,0.0,3.0,2.0,3.0,18.0,120.0,7.0,3.0,2054.0,645.0,149.0,83.0,Idaho,57.91695652173913,64.1668100358423,137.0,0.0
Tamarack Resort,Idaho,Idaho,7700.0,2800.0,4900.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,6.0,48.0,3.0,1.5,1020.0,200.0,150.0,15.0,Idaho,71.0,71.0,150.0,0.0
Chestnut Mountain Resort,Illinois,Illinois,1040.0,475.0,565.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,9.0,22.0,3.0,0.2,139.0,139.0,87.0,60.0,Illinois,40.0,55.0,112.0,139.0
Four Lakes,Illinois,Illinois,500.0,100.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,1.0,0.1,9.0,9.0,78.0,58.0,Illinois,57.91695652173913,64.1668100358423,70.0,9.0
Ski Snowstar Winter Sports Park,Illinois,Illinois,790.0,262.0,528.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,6.0,15.0,1.0,0.8,28.0,28.0,56.0,38.0,Illinois,25.0,35.0,86.0,28.0
Villa Olivia,Illinois,Illinois,500.0,180.0,320.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,7.0,1.0,0.1,15.0,15.0,70.0,53.0,Illinois,40.0,40.0,70.0,15.0
Paoli Peaks,Indiana,Indiana,900.0,300.0,600.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,8.0,15.0,2.0,0.4,65.0,65.0,75.0,41.0,Indiana,38.0,45.0,80.0,65.0
Perfect North Slopes,Indiana,Indiana,800.0,400.0,400.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,6.0,11.0,23.0,2.0,1.0,100.0,100.0,82.0,39.0,Indiana,52.0,52.0,90.0,100.0
Mt. Crescent Ski Area,Iowa,Iowa,1500.0,300.0,1200.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,11.0,1.0,0.2,50.0,50.0,114.7324414715719,58.0,Iowa,29.0,39.0,120.26086956521739,50.0
Seven Oaks,Iowa,Iowa,975.0,275.0,800.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,11.0,2.0,1.0,35.0,35.0,100.0,22.0,Iowa,40.0,40.0,100.0,35.0
Sundown Mountain,Iowa,Iowa,1059.0,475.0,584.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,6.0,21.0,2.0,0.6,55.0,55.0,114.7324414715719,46.0,Iowa,38.0,46.0,120.26086956521739,55.0
Camden Snow Bowl,Maine,Maine,1080.0,850.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,26.0,2.0,1.0,100.0,48.0,68.0,83.0,Maine,33.0,43.0,70.0,48.0
Lost Valley,Maine,Maine,495.0,240.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,22.0,2.0,0.3,45.0,45.0,87.0,58.0,Maine,29.0,55.0,104.0,45.0
Mt. Abram Ski Resort,Maine,Maine,2250.0,1150.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,54.0,1.0,0.5,640.0,175.0,120.0,59.0,Maine,29.0,49.0,120.0,0.0
Mt. Jefferson,Maine,Maine,753.0,432.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,0.3,12.0,0.0,114.7324414715719,19.0,Maine,57.91695652173913,64.1668100358423,120.26086956521739,0.0
New Hermon Mountain,Maine,Maine,450.0,350.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,20.0,0.0,1.9,70.0,70.0,102.0,55.0,Maine,32.0,32.0,117.0,45.0
Shawnee Peak,Maine,Maine,1900.0,1350.0,600.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,6.0,43.0,3.0,0.8,239.0,234.0,97.0,81.0,Maine,55.0,75.0,103.0,110.0
Sugarloaf,Maine,Maine,4237.0,2820.0,1417.0,0.0,0.0,0.0,2.0,3.0,1.0,5.0,2.0,13.0,162.0,4.0,3.5,1240.0,618.0,159.0,68.0,Maine,99.0,99.0,155.0,0.0
Sunday River,Maine,Maine,3140.0,2340.0,800.0,1.0,0.0,0.0,4.0,5.0,3.0,1.0,1.0,15.0,135.0,5.0,3.0,870.0,552.0,165.0,60.0,Maine,105.0,105.0,169.0,140.0
Wisp,Maryland,Maryland,3115.0,700.0,2415.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,12.0,34.0,3.0,1.5,172.0,118.0,121.0,64.0,Maryland,59.0,79.0,120.0,118.0
Berkshire East,Massachusetts,Massachusetts,1720.0,1180.0,540.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,6.0,47.0,2.0,2.0,180.0,165.0,120.0,68.0,Massachusetts,48.0,68.0,120.0,80.0
Blandford Ski Area,Massachusetts,Massachusetts,1685.0,465.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,29.0,2.0,0.5,132.0,70.0,114.7324414715719,83.0,Massachusetts,20.0,45.0,120.26086956521739,70.0
Blue Hills Ski Area,Massachusetts,Massachusetts,635.0,309.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,16.0,1.0,1.0,60.0,60.0,114.7324414715719,19.0,Massachusetts,40.0,45.0,120.26086956521739,0.0
Bousquet Ski Area,Massachusetts,Massachusetts,1875.0,750.0,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,23.0,1.0,1.0,200.0,98.0,114.7324414715719,19.0,Massachusetts,25.0,49.0,120.26086956521739,100.0
Bradford Ski Area,Massachusetts,Massachusetts,1548.0,248.0,1300.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,10.0,15.0,1.0,0.3,48.0,48.0,114.7324414715719,71.0,Massachusetts,37.0,55.0,120.26086956521739,0.0
Jiminy Peak,Massachusetts,Massachusetts,2380.0,1150.0,1230.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,9.0,45.0,3.0,2.0,167.0,163.0,121.0,71.0,Massachusetts,81.0,81.0,120.0,104.0
Nashoba Valley,Massachusetts,Massachusetts,440.0,240.0,200.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,11.0,17.0,2.0,0.5,52.0,52.0,112.0,55.0,Massachusetts,48.0,58.0,126.0,52.0
Otis Ridge Ski Area,Massachusetts,Massachusetts,1700.0,400.0,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,11.0,1.0,1.0,60.0,55.0,106.0,73.0,Massachusetts,20.0,40.0,106.0,35.0
Ski Butternut,Massachusetts,Massachusetts,1800.0,1000.0,800.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,6.0,11.0,22.0,2.0,1.5,110.0,110.0,107.0,56.0,Massachusetts,25.0,60.0,110.0,0.0
Ski Ward,Massachusetts,Massachusetts,420.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,11.0,1.0,0.2,45.0,45.0,105.0,50.0,Massachusetts,57.91695652173913,64.1668100358423,120.0,38.0
Wachusett Mountain Ski Area,Massachusetts,Massachusetts,2006.0,1000.0,1006.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,8.0,27.0,2.0,1.5,112.0,112.0,120.0,57.0,Massachusetts,65.0,71.0,120.0,104.0
Alpine Valley Ski Area,Michigan,Michigan,500.0,240.0,126.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,6.0,14.0,25.0,3.0,0.2,100.0,100.0,114.7324414715719,57.0,Michigan,39.0,47.0,120.26086956521739,100.0
Apple Mountain,Michigan,Michigan,820.0,220.0,600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0,12.0,0.0,1.0,80.0,42.0,114.7324414715719,58.0,Michigan,35.0,35.0,120.26086956521739,80.0
Big Powderhorn Mountain,Michigan,Michigan,1800.0,600.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,10.0,45.0,2.0,1.0,253.0,228.0,100.0,55.0,Michigan,69.0,69.0,108.0,0.0
Bittersweet Ski Area,Michigan,Michigan,850.0,350.0,450.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,4.0,12.0,20.0,2.0,0.2,100.0,100.0,80.0,36.0,Michigan,38.0,48.0,80.0,100.0
Big Snow Resort - Blackjack,Michigan,Michigan,850.0,465.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,26.0,2.0,1.0,170.0,86.0,95.0,42.0,Michigan,49.0,65.0,115.0,0.0
Boyne Highlands,Michigan,Michigan,1290.0,552.0,745.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,2.0,10.0,55.0,4.0,1.2,435.0,400.0,97.0,56.0,Michigan,78.0,98.0,120.0,150.0
Boyne Mountain Resort,Michigan,Michigan,1120.0,500.0,620.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,2.0,12.0,60.0,7.0,1.0,415.0,380.0,122.0,71.0,Michigan,57.91695652173913,64.1668100358423,130.0,200.0
Caberfae Peaks,Michigan,Michigan,1569.0,485.0,1060.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,34.0,2.0,1.2,200.0,200.0,118.0,82.0,Michigan,39.0,49.0,130.0,150.0
Cannonsburg,Michigan,Michigan,1100.0,250.0,850.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,10.0,21.0,5.0,0.1,100.0,0.0,100.0,54.0,Michigan,30.0,37.0,100.0,0.0
Crystal Mountain,Michigan,Michigan,1132.0,375.0,757.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,8.0,58.0,3.0,0.3,102.0,96.0,120.0,63.0,Michigan,54.0,64.0,135.0,56.0
Big Snow Resort - Indianhead Mountain,Michigan,Michigan,1935.0,638.0,1297.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,9.0,32.0,2.0,1.0,240.0,150.0,120.0,60.0,Michigan,49.0,49.0,120.0,0.0
Marquette Mountain,Michigan,Michigan,1357.0,600.0,757.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,35.0,3.0,0.7,169.0,143.0,139.0,60.0,Michigan,57.91695652173913,64.1668100358423,135.0,89.0
Mont Ripley,Michigan,Michigan,1140.0,440.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,25.0,2.0,0.8,112.0,112.0,114.0,83.0,Michigan,49.0,49.0,100.0,100.0
Mount Bohemia,Michigan,Michigan,1500.0,900.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,34.0,0.0,2.3,585.0,0.0,83.0,19.0,Michigan,68.0,68.0,100.0,0.0
Mt. Brighton,Michigan,Michigan,1330.0,230.0,1100.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,8.0,13.0,25.0,5.0,0.1,130.0,130.0,111.0,59.0,Michigan,52.0,59.0,100.0,130.0
Mt. Holiday Ski Area,Michigan,Michigan,440.0,200.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,12.0,0.0,0.1,45.0,45.0,100.0,70.0,Michigan,22.0,34.0,90.0,45.0
Mount Holly,Michigan,Michigan,1105.0,350.0,755.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,6.0,13.0,19.0,0.0,0.1,100.0,100.0,102.0,63.0,Michigan,37.0,45.0,102.0,100.0
Mulligan's Hollow Ski Bowl,Michigan,Michigan,700.0,130.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0,0.2,10.0,10.0,114.7324414715719,19.0,Michigan,15.0,20.0,120.26086956521739,10.0
